Drug_UMLS_CUI,Gene_UMLS_CUI,GROUNDTRUTH
C0049506,C1415009,0
C0049506,C1417647,0
C0049506,C1420527,0
C0049506,C1412691,0
C0049506,C1418674,0
C0049506,C1418469,0
C0049506,C1418470,0
C0049506,C1414085,0
C0049506,C3469975,0
C0049506,C1420150,0
C0129341,C1538301,0
C0129341,C1415012,0
C0129341,C1415009,0
C0129341,C1417647,0
C0129341,C1420527,0
C0129341,C1412691,0
C0129341,C1418674,0
C0129341,C1418469,0
C0129341,C1418470,0
C0129341,C1414085,0
C0129341,C3469975,0
C0129341,C1420150,0
C3492889,C1538301,0
C3492889,C1415012,0
C3492889,C1415009,0
C3492889,C1417647,0
C3492889,C1420527,0
C3492889,C1412691,0
C3492889,C1418674,0
C3492889,C1418469,0
C3492889,C1418470,0
C3492889,C1414085,0
C3492889,C3469975,0
C3492889,C1420150,0
C0068788,C1538301,0
C0068788,C1415012,0
C0068788,C1415009,0
C0068788,C1417647,0
C0068788,C1420527,0
C0068788,C1412691,0
C0068788,C1418674,0
C0068788,C1418469,0
C0068788,C1418470,0
C0068788,C1414085,0
C0097964,C1538301,0
C0097964,C1415012,0
C0097964,C1415009,0
C0097964,C1417647,0
C0097964,C1420527,0
C0097964,C1412691,0
C0097964,C1418674,0
C0097964,C1418469,0
C0097964,C1418470,0
C0097964,C1414085,0
C0097964,C3469975,0
C0097964,C1420150,0
C1529660,C1538301,0
C1529660,C1415012,0
C1529660,C1415009,0
C1529660,C1417647,0
C1529660,C1420527,0
C1529660,C1412691,0
C1529660,C1418674,0
C1529660,C1418469,0
C1529660,C1418470,0
C1529660,C1414085,0
C1529660,C3469975,0
C1529660,C1420150,0
C4490580,C1538301,0
C4490580,C1415012,0
C4490580,C1415009,0
C4490580,C1417647,0
C4490580,C1420527,0
C4490580,C1412691,0
C4490580,C1418674,0
C4490580,C1418469,0
C4490580,C1418470,0
C4490580,C1414085,0
C4490580,C3469975,0
C4490580,C1420150,0
C0164662,C1538301,0
C0164662,C1415012,0
C0164662,C1415009,0
C0164662,C1417647,0
C0164662,C1420527,0
C0164662,C1412691,0
C0164662,C1418674,0
C0164662,C1418469,0
C0164662,C1418470,0
C0164662,C1414085,0
C0164662,C3469975,0
C0164662,C1420150,0
C4317329,C1538301,0
C4317329,C1415012,0
C4317329,C1415009,0
C4317329,C1417647,0
C4317329,C1420527,0
C4317329,C1412691,0
C4317329,C1418674,0
C4317329,C1418469,0
C4317329,C1418470,0
C4317329,C1414085,0
C4317329,C3469975,0
C4317329,C1420150,0
C2351970,C1538301,0
C2351970,C1415012,0
C2351970,C1415009,0
C2351970,C1417647,0
C2351970,C1420527,0
C2351970,C1412691,0
C2351970,C1418674,0
C2351970,C1418469,0
C2351970,C1418470,0
C2351970,C1414085,0
C2351970,C3469975,0
C2351970,C1420150,0
C2932026,C1538301,0
C2932026,C1415012,0
C2932026,C1415009,0
C2932026,C1417647,0
C2932026,C1420527,0
C2932026,C1412691,0
C2932026,C1418674,0
C2932026,C1418469,0
C2932026,C1418470,0
C2932026,C1414085,0
C2932026,C3469975,0
C2932026,C1420150,0
C3502471,C1538301,0
C3502471,C1415012,0
C3502471,C1415009,0
C3502471,C1417647,0
C3502471,C1420527,0
C3502471,C1412691,0
C3502471,C1418674,0
C3502471,C1418469,0
C3502471,C1418470,0
C3502471,C1414085,0
C3502471,C3469975,0
C3502471,C1420150,0
C0127615,C1538301,0
C0127615,C1415012,0
C0127615,C1415009,0
C0127615,C1417647,0
C0127615,C1420527,0
C0127615,C1412691,0
C0127615,C1418674,0
C0127615,C1418469,0
C0127615,C1418470,0
C0127615,C1414085,0
C0127615,C3469975,0
C0127615,C1420150,0
C0056855,C1538301,0
C0056855,C1415012,0
C0056855,C1415009,0
C0056855,C1417647,0
C0056855,C1420527,0
C0056855,C1412691,0
C0056855,C1418674,0
C0056855,C1418469,0
C0056855,C1418470,0
C0056855,C1414085,0
C0056855,C3469975,0
C0056855,C1420150,0
C0010583,C1538301,0
C0010583,C1415012,0
C0010583,C1415009,0
C0010583,C1417647,0
C0010583,C1420527,0
C0010583,C1412691,0
C0010583,C1418674,0
C0010583,C1418469,0
C0010583,C1418470,0
C0010583,C1414085,0
C0010583,C3469975,0
C0010583,C1420150,0
C0063817,C1538301,0
C0063817,C1415012,0
C0063817,C1415009,0
C0063817,C1417647,0
C0063817,C1420527,0
C0063817,C1412691,0
C0063817,C1418674,0
C0063817,C1418469,0
C0063817,C1418470,0
C0063817,C1414085,0
C0063817,C3469975,0
C0063817,C1420150,0
C0055568,C1538301,0
C0055568,C1420527,0
C0055568,C1418469,0
C0055568,C1418470,0
C0055568,C1414085,0
C0055568,C3469975,0
C0055568,C1420150,0
C0005578,C1538301,0
C0005578,C1415012,0
C0005578,C1415009,0
C0005578,C1417647,0
C0005578,C1420527,0
C0005578,C1412691,0
C0005578,C1418674,0
C0005578,C1418469,0
C0005578,C1418470,0
C0005578,C1414085,0
C0005578,C3469975,0
C0005578,C1420150,0
C0011485,C1538301,0
C0011485,C1415012,0
C0011485,C1415009,0
C0011485,C1417647,0
C0011485,C1420527,0
C0011485,C1412691,0
C0011485,C1418674,0
C0011485,C1418469,0
C0011485,C1418470,0
C0011485,C1414085,0
C1313386,C1538301,0
C1313386,C1415012,0
C1313386,C1415009,0
C1313386,C1417647,0
C1313386,C1420527,0
C1313386,C1412691,0
C1313386,C1418674,0
C1313386,C1418469,0
C1313386,C1418470,0
C1313386,C1414085,0
C1313386,C3469975,0
C1313386,C1420150,0
C3661315,C1538301,0
C3661315,C1415012,0
C3661315,C1415009,0
C3661315,C1417647,0
C3661315,C1420527,0
C3661315,C1412691,0
C3661315,C1418674,0
C3661315,C1418469,0
C3661315,C1418470,0
C3661315,C1414085,0
C3661315,C3469975,0
C3661315,C1420150,0
C0005640,C1538301,0
C0005640,C1415012,0
C0005640,C1415009,0
C0005640,C1417647,0
C0005640,C1420527,0
C0005640,C1412691,0
C0005640,C1418674,0
C0005640,C1418469,0
C0005640,C1418470,0
C0005640,C1414085,0
C0005640,C3469975,0
C0005640,C1420150,0
C0209475,C1538301,0
C0209475,C1415012,0
C0209475,C1415009,0
C0209475,C1417647,0
C0209475,C1420527,0
C0209475,C1412691,0
C0209475,C1418674,0
C0209475,C1418469,0
C0209475,C1418470,0
C0209475,C1414085,0
C0209475,C3469975,0
C0209475,C1420150,0
C1519641,C1538301,0
C1519641,C1415012,0
C1519641,C1415009,0
C1519641,C1417647,0
C1519641,C1420527,0
C1519641,C1412691,0
C1519641,C1418674,0
C1519641,C1418469,0
C1519641,C1418470,0
C1519641,C1414085,0
C1519641,C3469975,0
C1519641,C1420150,0
C0004609,C1538301,0
C0004609,C1415012,0
C0004609,C1412339,0
C0004609,C1415009,0
C0004609,C1417647,0
C0004609,C1420527,0
C0004609,C1412691,0
C0004609,C1418674,0
C0004609,C1418469,0
C0004609,C1418470,0
C0004609,C1414085,0
C0004609,C3469975,0
C0004609,C1420150,0
C2983950,C1538301,0
C2983950,C1415012,0
C2983950,C1415009,0
C2983950,C1417647,0
C2983950,C1420527,0
C2983950,C1412691,0
C2983950,C1418674,0
C2983950,C1418469,0
C2983950,C1418470,0
C2983950,C1414085,0
C2983950,C3469975,0
C2983950,C1420150,0
C0030092,C1538301,0
C0030092,C1415012,0
C0030092,C1415009,0
C0030092,C1417647,0
C0030092,C1420527,0
C0030092,C1412691,0
C0030092,C1418674,0
C0030092,C1418469,0
C0030092,C1418470,0
C0030092,C1414085,0
C0030092,C3469975,0
C0030092,C1420150,0
C0026251,C1538301,0
C0026251,C1415012,0
C0026251,C1415009,0
C0026251,C1417647,0
C0026251,C1420527,0
C0026251,C1412691,0
C0026251,C1418674,0
C0026251,C1418469,0
C0026251,C1418470,0
C0026251,C1414085,0
C0026251,C3469975,0
C0026251,C1420150,0
C0114771,C1538301,0
C0114771,C1415012,0
C0114771,C1415009,0
C0114771,C1417647,0
C0114771,C1420527,0
C0114771,C1412691,0
C0114771,C1418674,0
C0114771,C1418469,0
C0114771,C1418470,0
C0114771,C1414085,0
C0114771,C3469975,0
C0114771,C1420150,0
C0915142,C1538301,0
C0915142,C1415012,0
C0915142,C1415009,0
C0915142,C1417647,0
C0915142,C1420527,0
C0915142,C1412691,0
C0915142,C1418674,0
C0915142,C1418469,0
C0915142,C1418470,0
C0915142,C1414085,0
C0915142,C3469975,0
C0915142,C1420150,0
C0076075,C1538301,0
C0076075,C1415012,0
C0076075,C1415009,0
C0076075,C1417647,0
C0076075,C1420527,0
C0076075,C1412691,0
C0076075,C1418674,0
C0076075,C1418469,0
C0076075,C1418470,0
C0076075,C1414085,0
C0076075,C3469975,0
C0076075,C1420150,0
C2698682,C1538301,0
C2698682,C1415012,0
C2698682,C1415009,0
C2698682,C1417647,0
C2698682,C1420527,0
C2698682,C1412691,0
C2698682,C1418674,0
C2698682,C1418469,0
C2698682,C1418470,0
C2698682,C1414085,0
C2698682,C3469975,0
C2698682,C1420150,0
C0102118,C1538301,0
C0102118,C1415012,0
C0102118,C1415009,0
C0102118,C1417647,0
C0102118,C1420527,0
C0102118,C1412691,0
C0102118,C1418674,0
C0102118,C1418469,0
C0102118,C1418470,0
C0102118,C1414085,0
C0102118,C3469975,0
C0102118,C1420150,0
C0028027,C1538301,0
C0028027,C1415012,0
C0028027,C1415009,0
C0028027,C1417647,0
C0028027,C1420527,0
C0028027,C1412691,0
C0028027,C1418674,0
C0028027,C1418469,0
C0028027,C1418470,0
C0028027,C1414085,0
C0028027,C3469975,0
C0028027,C1420150,0
C0165631,C1538301,0
C0165631,C1415012,0
C0165631,C1415009,0
C0165631,C1417647,0
C0165631,C1420527,0
C0165631,C1412691,0
C0165631,C1418674,0
C0165631,C1418469,0
C0165631,C1418470,0
C0165631,C1414085,0
C0165631,C3469975,0
C0165631,C1420150,0
C0042313,C1538301,0
C0042313,C1415012,0
C0042313,C1415009,0
C0042313,C1417647,0
C0042313,C1420527,0
C0042313,C1412691,0
C0042313,C1418674,0
C0042313,C1418469,0
C0042313,C1418470,0
C0042313,C1414085,0
C0042313,C3469975,0
C0042313,C1420150,0
C3485619,C1538301,0
C3485619,C1415009,0
C3485619,C1417647,0
C3485619,C1420527,0
C3485619,C1412691,0
C3485619,C1418674,0
C3485619,C1414085,0
C0085176,C1538301,0
C0085176,C1415012,0
C0085176,C1415009,0
C0085176,C1417647,0
C0085176,C1420527,0
C0085176,C1412691,0
C0085176,C1418674,0
C0085176,C1418469,0
C0085176,C1418470,0
C0085176,C1414085,0
C0085176,C3469975,0
C0085176,C1420150,0
C0058004,C1538301,0
C0058004,C1415012,0
C0058004,C1415009,0
C0058004,C1417647,0
C0058004,C1420527,0
C0058004,C1412691,0
C0058004,C1418674,0
C0058004,C1418469,0
C0058004,C1418470,0
C0058004,C1414085,0
C0058004,C3469975,0
C0058004,C1420150,0
C0168273,C1538301,0
C0168273,C1415012,0
C0168273,C1415009,0
C0168273,C1417647,0
C0168273,C1420527,0
C0168273,C1412691,0
C0168273,C1418674,0
C0168273,C1418469,0
C0168273,C1418470,0
C0168273,C1414085,0
C0168273,C3469975,0
C0168273,C1420150,0
C0024730,C1538301,0
C0024730,C1415012,0
C0024730,C1415009,0
C0024730,C1417647,0
C0024730,C1420527,0
C0024730,C1412691,0
C0024730,C1418674,0
C0024730,C1418469,0
C0024730,C1418470,0
C0024730,C1414085,0
C0024730,C3469975,0
C0024730,C1420150,0
C4045494,C1538301,0
C4045494,C1415012,0
C4045494,C1415009,0
C4045494,C1417647,0
C4045494,C1420527,0
C4045494,C1412691,0
C4045494,C1418674,0
C4045494,C1418469,0
C4045494,C1418470,0
C4045494,C1414085,0
C4045494,C3469975,0
C4045494,C1420150,0
C4542001,C1538301,0
C4542001,C1415012,0
C4542001,C1415009,0
C4542001,C1417647,0
C4542001,C1420527,0
C4542001,C1412691,0
C4542001,C1418674,0
C4542001,C1418469,0
C4542001,C1418470,0
C4542001,C1414085,0
C4542001,C3469975,0
C4542001,C1420150,0
C0084528,C1538301,0
C0084528,C1415012,0
C0084528,C1415009,0
C0084528,C1417647,0
C0084528,C1420527,0
C0084528,C1412691,0
C0084528,C1418674,0
C0084528,C1418469,0
C0084528,C1418470,0
C0084528,C1414085,0
C0084528,C3469975,0
C0084528,C1420150,0
C0038710,C1538301,0
C0038710,C1415012,0
C0038710,C1415009,0
C0038710,C1417647,0
C0038710,C1420527,0
C0038710,C1412691,0
C0038710,C1418674,0
C0038710,C1418469,0
C0038710,C1418470,0
C0038710,C1414085,0
C0038710,C3469975,0
C0038710,C1420150,0
C4688584,C1538301,0
C4688584,C1415012,0
C4688584,C1415009,0
C4688584,C1417647,0
C4688584,C1420527,0
C4688584,C1412691,0
C4688584,C1418674,0
C4688584,C1418469,0
C4688584,C1418470,0
C4688584,C1414085,0
C4688584,C3469975,0
C4688584,C1420150,0
C1509560,C1538301,0
C1509560,C1415012,0
C1509560,C1415009,0
C1509560,C1417647,0
C1509560,C1420527,0
C1509560,C1412691,0
C1509560,C1418674,0
C1509560,C1418469,0
C1509560,C1418470,0
C1509560,C1414085,0
C1509560,C3469975,0
C1509560,C1420150,0
C0678133,C1538301,0
C0678133,C1415012,0
C0678133,C1415009,0
C0678133,C1417647,0
C0678133,C1420527,0
C0678133,C1412691,0
C0678133,C1418674,0
C0678133,C1418469,0
C0678133,C1418470,0
C0678133,C1414085,0
C0678133,C3469975,0
C0678133,C1420150,0
C0039623,C1538301,0
C0039623,C1415012,0
C0039623,C1415009,0
C0039623,C1417647,0
C0039623,C1420527,0
C0039623,C1412691,0
C0039623,C1418674,0
C0039623,C1418469,0
C0039623,C1418470,0
C0039623,C1414085,0
C0039623,C3469975,0
C0039623,C1420150,0
C0670282,C1538301,0
C0670282,C1415012,0
C0670282,C1415009,0
C0670282,C1417647,0
C0670282,C1420527,0
C0670282,C1412691,0
C0670282,C1418674,0
C0670282,C1418469,0
C0670282,C1418470,0
C0670282,C1414085,0
C2347779,C1538301,0
C2347779,C1415012,0
C2347779,C1415009,0
C2347779,C1417647,0
C2347779,C1420527,0
C2347779,C1412691,0
C2347779,C1418674,0
C2347779,C1418469,0
C2347779,C1418470,0
C2347779,C1414085,0
C2347779,C3469975,0
C2347779,C1420150,0
C0772505,C1538301,0
C0772505,C1415012,0
C0772505,C1415009,0
C0772505,C1417647,0
C0772505,C1420527,0
C0772505,C1412691,0
C0772505,C1418674,0
C0772505,C1418469,0
C0772505,C1418470,0
C0772505,C1414085,0
C0772505,C3469975,0
C0772505,C1420150,0
C0041485,C1538301,0
C0041485,C1415012,0
C0041485,C1412339,0
C0041485,C1415009,0
C0041485,C1417647,0
C0041485,C1420527,0
C0041485,C1412691,0
C0041485,C1418674,0
C0041485,C1418469,0
C0041485,C1418470,0
C0041485,C1414085,0
C0041485,C3469975,0
C0041485,C1420150,0
C0071072,C1538301,0
C0071072,C1415009,0
C0071072,C1417647,0
C0071072,C1420527,0
C0071072,C1418674,0
C0071072,C1418469,0
C0071072,C1418470,0
C0071072,C1414085,0
C4080053,C1538301,0
C4080053,C1415012,0
C4080053,C1415009,0
C4080053,C1417647,0
C4080053,C1420527,0
C4080053,C1412691,0
C4080053,C1418674,0
C4080053,C1418469,0
C4080053,C1418470,0
C4080053,C1414085,0
C4080053,C3469975,0
C4080053,C1420150,0
C0069717,C1538301,0
C0069717,C1415012,0
C0069717,C1412339,0
C0069717,C1415009,0
C0069717,C1417647,0
C0069717,C1420527,0
C0069717,C1412691,0
C0069717,C1418674,0
C0069717,C1418469,0
C0069717,C1418470,0
C0069717,C1414085,0
C0069717,C3469975,0
C0069717,C1420150,0
C5139827,C1538301,0
C5139827,C1415012,0
C5139827,C1415009,0
C5139827,C1417647,0
C5139827,C1420527,0
C5139827,C1412691,0
C5139827,C1418674,0
C5139827,C1418469,0
C5139827,C1418470,0
C5139827,C1414085,0
C5139827,C3469975,0
C5139827,C1420150,0
C0753474,C1538301,0
C0753474,C1415012,0
C0753474,C1415009,0
C0753474,C1417647,0
C0753474,C1420527,0
C0753474,C1412691,0
C0753474,C1418674,0
C0753474,C1418469,0
C0753474,C1418470,0
C0753474,C1414085,0
C0753474,C3469975,0
C0753474,C1420150,0
C1120110,C1538301,0
C1120110,C1415012,0
C1120110,C1415009,0
C1120110,C1417647,0
C1120110,C1420527,0
C1120110,C1412691,0
C1120110,C1418674,0
C1120110,C1418469,0
C1120110,C1418470,0
C1120110,C1414085,0
C1120110,C3469975,0
C1120110,C1420150,0
C0699305,C1538301,0
C0699305,C1415012,0
C0699305,C1415009,0
C0699305,C1417647,0
C0699305,C1420527,0
C0699305,C1412691,0
C0699305,C1418674,0
C0699305,C1418469,0
C0699305,C1418470,0
C0699305,C1414085,0
C0699305,C3469975,0
C0699305,C1420150,0
C0126774,C1538301,0
C0126774,C1415012,0
C0126774,C1415009,0
C0126774,C1417647,0
C0126774,C1420527,0
C0126774,C1412691,0
C0126774,C1418674,0
C0126774,C1418469,0
C0126774,C1418470,0
C0126774,C1414085,0
C0126774,C3469975,0
C0126774,C1420150,0
C0065331,C1538301,0
C0065331,C1415012,0
C0065331,C1415009,0
C0065331,C1417647,0
C0065331,C1420527,0
C0065331,C1412691,0
C0065331,C1418674,0
C0065331,C1418469,0
C0065331,C1418470,0
C0065331,C1414085,0
C3886731,C1538301,0
C3886731,C1415012,0
C3886731,C1415009,0
C3886731,C1417647,0
C3886731,C1420527,0
C3886731,C1412691,0
C3886731,C1418674,0
C3886731,C1418469,0
C3886731,C1418470,0
C3886731,C1414085,0
C3886731,C3469975,0
C3886731,C1420150,0
C0699601,C1538301,0
C0699601,C1415012,0
C0699601,C1415009,0
C0699601,C1417647,0
C0699601,C1420527,0
C0699601,C1412691,0
C0699601,C1418674,0
C0699601,C1418469,0
C0699601,C1418470,0
C0699601,C1414085,0
C0699601,C3469975,0
C0699601,C1420150,0
C0025506,C1538301,0
C0025506,C1415012,0
C0025506,C1415009,0
C0025506,C1417647,0
C0025506,C1420527,0
C0025506,C1412691,0
C0025506,C1418674,0
C0025506,C1418469,0
C0025506,C1418470,0
C0025506,C1414085,0
C0025506,C3469975,0
C0025506,C1420150,0
C2346970,C1538301,0
C2346970,C1415012,0
C2346970,C1415009,0
C2346970,C1417647,0
C2346970,C1420527,0
C2346970,C1412691,0
C2346970,C1418674,0
C2346970,C1418469,0
C2346970,C1418470,0
C2346970,C1414085,0
C2346970,C3469975,0
C2346970,C1420150,0
C0081408,C1538301,0
C0081408,C1415012,0
C0081408,C1415009,0
C0081408,C1417647,0
C0081408,C1420527,0
C0081408,C1412691,0
C0081408,C1418674,0
C0081408,C1418469,0
C0081408,C1418470,0
C0081408,C1414085,0
C0081408,C3469975,0
C0081408,C1420150,0
C0007557,C1538301,0
C0007557,C1415012,0
C0007557,C1415009,0
C0007557,C1417647,0
C0007557,C1420527,0
C0007557,C1412691,0
C0007557,C1418674,0
C0007557,C1418469,0
C0007557,C1418470,0
C0007557,C1414085,0
C0007557,C3469975,0
C0007557,C1420150,0
C0014942,C1538301,0
C0014942,C1415012,0
C0014942,C1415009,0
C0014942,C1417647,0
C0014942,C1420527,0
C0014942,C1412691,0
C0014942,C1418674,0
C0014942,C1418469,0
C0014942,C1418470,0
C0014942,C1414085,0
C0014942,C3469975,0
C0014942,C1420150,0
C4279599,C1538301,0
C4279599,C1415012,0
C4279599,C1415009,0
C4279599,C1417647,0
C4279599,C1420527,0
C4279599,C1412691,0
C4279599,C1418674,0
C4279599,C1418469,0
C4279599,C1418470,0
C4279599,C1414085,0
C4279599,C3469975,0
C4279599,C1420150,0
C0282386,C1538301,0
C0282386,C1415012,0
C0282386,C1415009,0
C0282386,C1417647,0
C0282386,C1420527,0
C0282386,C1412691,0
C0282386,C1418674,0
C0282386,C1418469,0
C0282386,C1418470,0
C0282386,C1414085,0
C0282386,C3469975,0
C0282386,C1420150,0
C0304348,C1538301,0
C0304348,C1415012,0
C0304348,C1415009,0
C0304348,C1417647,0
C0304348,C1420527,0
C0304348,C1412691,0
C0304348,C1418674,0
C0304348,C1418469,0
C0304348,C1418470,0
C0304348,C1414085,0
C0304348,C3469975,0
C0304348,C1420150,0
C2983812,C1538301,0
C2983812,C1415012,0
C2983812,C1412339,0
C2983812,C1415009,0
C2983812,C1417647,0
C2983812,C1420527,0
C2983812,C1412691,0
C2983812,C1418674,0
C2983812,C1418469,0
C2983812,C1418470,0
C2983812,C1414085,0
C2983812,C3469975,0
C2983812,C1420150,0
C3537278,C1538301,0
C3537278,C1415012,0
C3537278,C1415009,0
C3537278,C1417647,0
C3537278,C1420527,0
C3537278,C1412691,0
C3537278,C1418674,0
C3537278,C1418469,0
C3537278,C1418470,0
C3537278,C1414085,0
C3537278,C3469975,0
C3537278,C1420150,0
C0012383,C1538301,0
C0012383,C1415012,0
C0012383,C1415009,0
C0012383,C1417647,0
C0012383,C1420527,0
C0012383,C1412691,0
C0012383,C1418674,0
C0012383,C1418469,0
C0012383,C1418470,0
C0012383,C1414085,0
C0012383,C3469975,0
C0012383,C1420150,0
C0055011,C1538301,0
C0055011,C1415012,0
C0055011,C1415009,0
C0055011,C1417647,0
C0055011,C1420527,0
C0055011,C1412691,0
C0055011,C1418674,0
C0055011,C1418469,0
C0055011,C1418470,0
C0055011,C1414085,0
C0055011,C3469975,0
C0055011,C1420150,0
C0047625,C1538301,0
C0047625,C1415012,0
C0047625,C1415009,0
C0047625,C1417647,0
C0047625,C1420527,0
C0047625,C1412691,0
C0047625,C1418674,0
C0047625,C1418469,0
C0047625,C1418470,0
C0047625,C1414085,0
C0047625,C3469975,0
C0047625,C1420150,0
C0028351,C1538301,0
C0028351,C1415012,0
C0028351,C1412339,0
C0028351,C1415009,0
C0028351,C1417647,0
C0028351,C1420527,0
C0028351,C1412691,0
C0028351,C1418674,0
C0028351,C1418469,0
C0028351,C1418470,0
C0028351,C1414085,0
C0028351,C3469975,0
C0028351,C1420150,0
C0027353,C1538301,0
C0027353,C1415012,0
C0027353,C1415009,0
C0027353,C1417647,0
C0027353,C1420527,0
C0027353,C1412691,0
C0027353,C1418674,0
C0027353,C1418469,0
C0027353,C1418470,0
C0027353,C1414085,0
C0027353,C3469975,0
C0027353,C1420150,0
C0671970,C1538301,0
C0671970,C1415012,0
C0671970,C1415009,0
C0671970,C1417647,0
C0671970,C1420527,0
C0671970,C1412691,0
C0671970,C1418674,0
C0671970,C1418469,0
C0671970,C1418470,0
C0671970,C1414085,0
C0671970,C3469975,0
C0671970,C1420150,0
C0002575,C1538301,0
C0002575,C1415012,0
C0002575,C1415009,0
C0002575,C1417647,0
C0002575,C1420527,0
C0002575,C1412691,0
C0002575,C1418674,0
C0002575,C1418469,0
C0002575,C1418470,0
C0002575,C1414085,0
C0002575,C3469975,0
C0002575,C1420150,0
C0050451,C1538301,0
C0050451,C1415012,0
C0050451,C1415009,0
C0050451,C1417647,0
C0050451,C1420527,0
C0050451,C1412691,0
C0050451,C1418674,0
C0050451,C1418469,0
C0050451,C1418470,0
C0050451,C1414085,0
C0050451,C3469975,0
C0050451,C1420150,0
C4053698,C1538301,0
C4053698,C1415012,0
C4053698,C1415009,0
C4053698,C1417647,0
C4053698,C1420527,0
C4053698,C1412691,0
C4053698,C1418674,0
C4053698,C1418469,0
C4053698,C1418470,0
C4053698,C1414085,0
C4053698,C3469975,0
C4053698,C1420150,0
C1258986,C1538301,0
C1258986,C1415012,0
C1258986,C1415009,0
C1258986,C1417647,0
C1258986,C1420527,0
C1258986,C1412691,0
C1258986,C1418674,0
C1258986,C1418469,0
C1258986,C1418470,0
C1258986,C1414085,0
C1258986,C3469975,0
C1258986,C1420150,0
C4723629,C1538301,0
C4723629,C1415012,0
C4723629,C1415009,0
C4723629,C1417647,0
C4723629,C1420527,0
C4723629,C1412691,0
C4723629,C1418674,0
C4723629,C1418469,0
C4723629,C1418470,0
C4723629,C1414085,0
C4723629,C3469975,0
C4723629,C1420150,0
C3852841,C1538301,0
C3852841,C1415012,0
C3852841,C1415009,0
C3852841,C1417647,0
C3852841,C1420527,0
C3852841,C1412691,0
C3852841,C1418674,0
C3852841,C1418469,0
C3852841,C1418470,0
C3852841,C1414085,0
C3852841,C3469975,0
C3852841,C1420150,0
C0085228,C1538301,0
C0085228,C1415012,0
C0085228,C1412339,0
C0085228,C1415009,0
C0085228,C1417647,0
C0085228,C1420527,0
C0085228,C1412691,0
C0085228,C1418674,0
C0085228,C1418469,0
C0085228,C1418470,0
C0085228,C1414085,0
C0085228,C3469975,0
C0085228,C1420150,0
C4255996,C1538301,0
C4255996,C1415012,0
C4255996,C1415009,0
C4255996,C1417647,0
C4255996,C1420527,0
C4255996,C1412691,0
C4255996,C1418674,0
C4255996,C1418469,0
C4255996,C1418470,0
C4255996,C1414085,0
C4255996,C3469975,0
C4255996,C1420150,0
C1529212,C1538301,0
C1529212,C1415012,0
C1529212,C1415009,0
C1529212,C1417647,0
C1529212,C1420527,0
C1529212,C1412691,0
C1529212,C1418674,0
C1529212,C1418469,0
C1529212,C1418470,0
C1529212,C1414085,0
C1529212,C3469975,0
C1529212,C1420150,0
C0123047,C1538301,0
C0123047,C1415012,0
C0123047,C1415009,0
C0123047,C1417647,0
C0123047,C1420527,0
C0123047,C1412691,0
C0123047,C1418674,0
C0123047,C1418469,0
C0123047,C1418470,0
C0123047,C1414085,0
C0123047,C3469975,0
C0123047,C1420150,0
C0074554,C1538301,0
C0074554,C1415012,0
C0074554,C1412339,0
C0074554,C1415009,0
C0074554,C1417647,0
C0074554,C1420527,0
C0074554,C1412691,0
C0074554,C1418674,0
C0074554,C1418469,0
C0074554,C1418470,0
C0074554,C1414085,0
C0074554,C3469975,0
C0074554,C1420150,0
C2699806,C1538301,0
C2699806,C1415012,0
C2699806,C1415009,0
C2699806,C1417647,0
C2699806,C1420527,0
C2699806,C1412691,0
C2699806,C1418674,0
C2699806,C1418469,0
C2699806,C1418470,0
C2699806,C1414085,0
C2699806,C3469975,0
C2699806,C1420150,0
C0297960,C1538301,0
C0297960,C1415012,0
C0297960,C1415009,0
C0297960,C1417647,0
C0297960,C1420527,0
C0297960,C1412691,0
C0297960,C1418674,0
C0297960,C1418469,0
C0297960,C1418470,0
C0297960,C1414085,0
C0297960,C3469975,0
C0297960,C1420150,0
C1698364,C1538301,0
C1698364,C1415012,0
C1698364,C1415009,0
C1698364,C1417647,0
C1698364,C1420527,0
C1698364,C1412691,0
C1698364,C1418674,0
C1698364,C1418469,0
C1698364,C1418470,0
C1698364,C1414085,0
C1698364,C3469975,0
C1698364,C1420150,0
C2064899,C1538301,0
C2064899,C1415012,0
C2064899,C1415009,0
C2064899,C1417647,0
C2064899,C1420527,0
C2064899,C1412691,0
C2064899,C1418674,0
C2064899,C1418469,0
C2064899,C1418470,0
C2064899,C1414085,0
C2064899,C3469975,0
C2064899,C1420150,0
C0007552,C1538301,0
C0007552,C1415012,0
C0007552,C1415009,0
C0007552,C1417647,0
C0007552,C1420527,0
C0007552,C1412691,0
C0007552,C1418674,0
C0007552,C1418469,0
C0007552,C1418470,0
C0007552,C1414085,0
C0007552,C3469975,0
C0007552,C1420150,0
C0008280,C1538301,0
C0008280,C1415012,0
C0008280,C1415009,0
C0008280,C1417647,0
C0008280,C1420527,0
C0008280,C1412691,0
C0008280,C1418674,0
C0008280,C1418469,0
C0008280,C1418470,0
C0008280,C1414085,0
C0008280,C3469975,0
C0008280,C1420150,0
C0073393,C1538301,0
C0073393,C1420527,0
C0073393,C1418469,0
C0073393,C1418470,0
C0073393,C1414085,0
C0073393,C3469975,0
C0073393,C1420150,0
C4310578,C1538301,0
C4310578,C1415012,0
C4310578,C1415009,0
C4310578,C1417647,0
C4310578,C1420527,0
C4310578,C1412691,0
C4310578,C1418674,0
C4310578,C1418469,0
C4310578,C1418470,0
