Drug_UMLS_CUI,Disease_UMLS_CUI,GROUNDTRUTH
C3853822,C0024408,0
C3853822,C0268631,0
C3853822,C0268595,0
C3853822,C0027126,0
C3853822,C0268467,0
C3853822,C0349653,0
C0082646,C0023264,0
C0082646,C0751882,0
C0082646,C1849508,0
C0082646,C0043459,0
C0082646,C0024408,0
C0082646,C0268631,0
C0082646,C0268595,0
C0082646,C0027126,0
C0082646,C0268467,0
C0082646,C0349653,0
C0024730,C0023264,0
C0024730,C0751882,0
C0024730,C1849508,0
C0024730,C0043459,0
C0024730,C0024408,0
C0024730,C0268631,0
C0024730,C0268595,0
C0024730,C0027126,0
C0024730,C0268467,0
C0024730,C0349653,0
C0043474,C0023264,0
C0043474,C0751882,0
C0043474,C1849508,0
C0043474,C0043459,0
C0043474,C0024408,0
C0043474,C0268631,0
C0043474,C0268595,0
C0043474,C0027126,0
C0043474,C0268467,0
C0043474,C0349653,0
C2698875,C0023264,0
C2698875,C0751882,0
C2698875,C1849508,0
C2698875,C0043459,0
C2698875,C0024408,0
C2698875,C0268631,0
C2698875,C0268595,0
C2698875,C0027126,0
C2698875,C0268467,0
C2698875,C0349653,0
C0907855,C0023264,0
C0907855,C0751882,0
C0907855,C1849508,0
C0907855,C0043459,0
C0907855,C0024408,0
C0907855,C0268631,0
C0907855,C0268595,0
C0907855,C0027126,0
C0907855,C0268467,0
C0907855,C0349653,0
C0907850,C0023264,0
C0907850,C0751882,0
C0907850,C1849508,0
C0907850,C0043459,0
C0907850,C0024408,0
C0907850,C0268631,0
C0907850,C0268595,0
C0907850,C0027126,0
C0907850,C0268467,0
C0907850,C0349653,0
C0051920,C0023264,0
C0051920,C0751882,0
C0051920,C1849508,0
C0051920,C0043459,0
C0051920,C0024408,0
C0051920,C0268631,0
C0051920,C0268595,0
C0051920,C0027126,0
C0051920,C0268467,0
C0051920,C0349653,0
C0754576,C0023264,0
C0754576,C0751882,0
C0754576,C1849508,0
C0754576,C0043459,0
C0754576,C0024408,0
C0754576,C0268631,0
C0754576,C0268595,0
C0754576,C0027126,0
C0754576,C0268467,0
C0754576,C0349653,0
C0140610,C0023264,0
C0140610,C0751882,0
C0140610,C1849508,0
C0140610,C0043459,0
C0140610,C0024408,0
C0140610,C0268631,0
C0140610,C0268595,0
C0140610,C0027126,0
C0140610,C0268467,0
C0140610,C0349653,0
C0171302,C0023264,0
C0171302,C0751882,0
C0171302,C1849508,0
C0171302,C0043459,0
C0171302,C0024408,0
C0171302,C0268631,0
C0171302,C0268595,0
C0171302,C0027126,0
C0171302,C0268467,0
C0171302,C0349653,0
C2605855,C0023264,0
C2605855,C0751882,0
C2605855,C1849508,0
C2605855,C0043459,0
C2605855,C0024408,0
C2605855,C0268631,0
C2605855,C0268595,0
C2605855,C0027126,0
C2605855,C0268467,0
C2605855,C0349653,0
C1611882,C0023264,0
C1611882,C0751882,0
C1611882,C1849508,0
C1611882,C0043459,0
C1611882,C0024408,0
C1611882,C0268631,0
C1611882,C0268595,0
C1611882,C0027126,0
C1611882,C0268467,0
C1611882,C0349653,0
C0060400,C0023264,0
C0060400,C0751882,0
C0060400,C1849508,0
C0060400,C0043459,0
C0060400,C0024408,0
C0060400,C0268631,0
C0060400,C0268595,0
C0060400,C0027126,0
C0060400,C0268467,0
C0060400,C0349653,0
C0008221,C0023264,0
C0008221,C0751882,0
C0008221,C1849508,0
C0008221,C0043459,0
C0008221,C0024408,0
C0008221,C0268631,0
C0008221,C0268595,0
C0008221,C0027126,0
C0008221,C0268467,0
C0008221,C0349653,0
C0008223,C0023264,0
C0008223,C0751882,0
C0008223,C1849508,0
C0008223,C0043459,0
C0008223,C0024408,0
C0008223,C0268631,0
C0008223,C0268595,0
C0008223,C0027126,0
C0008223,C0268467,0
C0008223,C0349653,0
C0060405,C0023264,0
C0060405,C0751882,0
C0060405,C1849508,0
C0060405,C0043459,0
C0060405,C0024408,0
C0060405,C0268631,0
C0060405,C0268595,0
C0060405,C0027126,0
C0060405,C0268467,0
C0060405,C0349653,0
C0162831,C0023264,0
C0162831,C0751882,0
C0162831,C1849508,0
C0162831,C0043459,0
C0162831,C0024408,0
C0162831,C0268631,0
C0162831,C0268595,0
C0162831,C0027126,0
C0162831,C0268467,0
C0162831,C0349653,0
C0063908,C0023264,0
C0063908,C0751882,0
C0063908,C1849508,0
C0063908,C0043459,0
C0063908,C0024408,0
C0063908,C0268631,0
C0063908,C0268595,0
C0063908,C0027126,0
C0063908,C0268467,0
C0063908,C0349653,0
C0070694,C0023264,0
C0070694,C0751882,0
C0070694,C1849508,0
C0070694,C0043459,0
C0070694,C0024408,0
C0070694,C0268631,0
C0070694,C0268595,0
C0070694,C0027126,0
C0070694,C0268467,0
C0070694,C0349653,0
C0032334,C0023264,0
C0032334,C0751882,0
C0032334,C1849508,0
C0032334,C0043459,0
C0032334,C0024408,0
C0032334,C0268631,0
C0032334,C0268595,0
C0032334,C0027126,0
C0032334,C0268467,0
C0032334,C0349653,0
C0056391,C0023264,0
C0056391,C0751882,0
C0056391,C1849508,0
C0056391,C0043459,0
C0056391,C0024408,0
C0056391,C0268631,0
C0056391,C0268595,0
C0056391,C0027126,0
C0056391,C0268467,0
C0056391,C0349653,0
C0770666,C0023264,0
C0770666,C0751882,0
C0770666,C1849508,0
C0770666,C0043459,0
C0770666,C0024408,0
C0770666,C0268631,0
C0770666,C0268595,0
C0770666,C0027126,0
C0770666,C0268467,0
C0770666,C0349653,0
C1956225,C0023264,0
C1956225,C0751882,0
C1956225,C1849508,0
C1956225,C0043459,0
C1956225,C0024408,0
C1956225,C0268631,0
C1956225,C0268595,0
C1956225,C0027126,0
C1956225,C0268467,0
C1956225,C0349653,0
C3886731,C0023264,0
C3886731,C0751882,0
C3886731,C1849508,0
C3886731,C0043459,0
C3886731,C0024408,0
C3886731,C0268631,0
C3886731,C0268595,0
C3886731,C0027126,0
C3886731,C0268467,0
C3886731,C0349653,0
C0287983,C0023264,0
C0287983,C0751882,0
C0287983,C1849508,0
C0287983,C0043459,0
C0287983,C0024408,0
C0287983,C0268631,0
C0287983,C0268595,0
C0287983,C0027126,0
C0287983,C0268467,0
C0287983,C0349653,0
C5139676,C0023264,0
C5139676,C0751882,0
C5139676,C1849508,0
C5139676,C0043459,0
C5139676,C0024408,0
C5139676,C0268631,0
C5139676,C0268595,0
C5139676,C0027126,0
C5139676,C0268467,0
C5139676,C0349653,0
C0014912,C0023264,0
C0014912,C0751882,0
C0014912,C1849508,0
C0014912,C0043459,0
C0014912,C0024408,0
C0014912,C0268631,0
C0014912,C0268595,0
C0014912,C0027126,0
C0014912,C0268467,0
C0014912,C0349653,0
C0146337,C0023264,0
C0146337,C0751882,0
C0146337,C1849508,0
C0146337,C0043459,0
C0146337,C0024408,0
C0146337,C0268631,0
C0146337,C0268595,0
C0146337,C0027126,0
C0146337,C0268467,0
C0146337,C0349653,0
C0061751,C0023264,0
C0061751,C0751882,0
C0061751,C1849508,0
C0061751,C0043459,0
C0061751,C0024408,0
C0061751,C0268631,0
C0061751,C0268595,0
C0061751,C0027126,0
C0061751,C0268467,0
C0061751,C0349653,0
C0114771,C0023264,0
C0114771,C0751882,0
C0114771,C1849508,0
C0114771,C0043459,0
C0114771,C0024408,0
C0114771,C0268631,0
C0114771,C0268595,0
C0114771,C0027126,0
C0114771,C0268467,0
C0114771,C0349653,0
C4044947,C0023264,0
C4044947,C0751882,0
C4044947,C1849508,0
C4044947,C0043459,0
C4044947,C0024408,0
C4044947,C0268631,0
C4044947,C0268595,0
C4044947,C0027126,0
C4044947,C0268467,0
C4044947,C0349653,0
C0527316,C0023264,0
C0527316,C0751882,0
C0527316,C1849508,0
C0527316,C0043459,0
C0527316,C0024408,0
C0527316,C0268631,0
C0527316,C0268595,0
C0527316,C0027126,0
C0527316,C0268467,0
C0527316,C0349653,0
C1450570,C0023264,0
C1450570,C0751882,0
C1450570,C1849508,0
C1450570,C0043459,0
C1450570,C0024408,0
C1450570,C0268631,0
C1450570,C0268595,0
C1450570,C0027126,0
C1450570,C0268467,0
C1450570,C0349653,0
C0057258,C0023264,0
C0057258,C0751882,0
C0057258,C1849508,0
C0057258,C0043459,0
C0057258,C0024408,0
C0057258,C0268631,0
C0057258,C0268595,0
C0057258,C0027126,0
C0057258,C0268467,0
C0057258,C0349653,0
C0031463,C0023264,0
C0031463,C0751882,0
C0031463,C1849508,0
C0031463,C0043459,0
C0031463,C0024408,0
C0031463,C0268631,0
C0031463,C0268595,0
C0031463,C0027126,0
C0031463,C0268467,0
C0031463,C0349653,0
C0012702,C0023264,0
C0012702,C0751882,0
C0012702,C1849508,0
C0012702,C0043459,0
C0012702,C0024408,0
C0012702,C0268631,0
C0012702,C0268595,0
C0012702,C0027126,0
C0012702,C0268467,0
C0012702,C0349653,0
C0253787,C0023264,0
C0253787,C0751882,0
C0253787,C1849508,0
C0253787,C0043459,0
C0253787,C0024408,0
C0253787,C0268631,0
C0253787,C0268595,0
C0253787,C0027126,0
C0253787,C0268467,0
C0253787,C0349653,0
C4078709,C0023264,0
C4078709,C0751882,0
C4078709,C1849508,0
C4078709,C0043459,0
C4078709,C0024408,0
C4078709,C0268631,0
C4078709,C0268595,0
C4078709,C0027126,0
C4078709,C0268467,0
C4078709,C0349653,0
C0010525,C0023264,0
C0010525,C0751882,0
C0010525,C1849508,0
C0010525,C0043459,0
C0010525,C0024408,0
C0010525,C0268631,0
C0010525,C0268595,0
C0010525,C0027126,0
C0010525,C0268467,0
C0010525,C0349653,0
C0031469,C0023264,0
C0031469,C0751882,0
C0031469,C1849508,0
C0031469,C0043459,0
C0031469,C0024408,0
C0031469,C0268631,0
C0031469,C0268595,0
C0031469,C0027126,0
C0031469,C0268467,0
C0031469,C0349653,0
C0907402,C0023264,0
C0907402,C0751882,0
C0907402,C1849508,0
C0907402,C0043459,0
C0907402,C0024408,0
C0907402,C0268631,0
C0907402,C0268595,0
C0907402,C0027126,0
C0907402,C0268467,0
C0907402,C0349653,0
C0046948,C0036572,0
C0046948,C0282528,0
C0046948,C0008780,0
C0046948,C0033860,0
C0046948,C0149893,0
C0046948,C0020541,0
C0046948,C0023895,0
C0046948,C0030193,0
C0046948,C1535926,0
C0046948,C0023890,0
C0046948,C0002395,0
C0046948,C0027051,0
C0046948,C2931688,0
C0046948,C0162635,0
C0046948,C0014553,0
C0046948,C0037772,0
C0046948,C0038220,0
C0046948,C0085612,0
C0046948,C0007222,0
C0046948,C0004604,0
C0046948,C0029408,0
C0046948,C0003873,0
C0046948,C0009806,0
C0046948,C0011849,0
C0046948,C0023264,0
C0046948,C1145670,0
C0046948,C0038868,0
C0046948,C0751882,0
C0046948,C0342895,0
C0046948,C0035222,0
C0046948,C0085649,0
C0046948,C0002736,0
C0046948,C0001125,0
C0046948,C0004238,0
C0046948,C0376358,0
C0046948,C0007959,0
C0046948,C0037928,0
C0046948,C0022661,0
C0046948,C0004352,0
C0046948,C1692317,0
C0046948,C0037769,0
C0046948,C0553604,0
C0046948,C0038218,0
C0046948,C0010200,0
C0046948,C3495559,0
C0046948,C0020538,0
C0046948,C0001916,0
C0046948,C1849508,0
C0046948,C0020258,0
C0046948,C0003537,0
C0046948,C0004106,0
C0046948,C0030567,0
C0046948,C0520679,0
C0046948,C0948089,0
C0046948,C0013604,0
C0046948,C0600260,0
C0046948,C0016719,0
C0046948,C0442874,0
C0046948,C0347950,0
C0046948,C0087012,0
C0046948,C0011269,0
C0046948,C0017612,0
C0046948,C1527304,0
C0046948,C2711227,0
C0046948,C0015397,0
C0046948,C0026848,0
C0046948,C0206693,0
C0046948,C0338451,0
C0046948,C0006325,0
C0046948,C0236780,0
C0046948,C0005586,0
C0046948,C0031485,0
C0046948,C0004096,0
C0046948,C0027092,0
C0046948,C0034063,0
C0046948,C1956346,0
C0046948,C0043459,0
C0046948,C0008350,0
C0046948,C0011882,0
C0046948,C0751965,0
C0046948,C0009324,0
C0046948,C0242383,0
C0046948,C0022658,0
C0046948,C0028754,0
C0046948,C0242422,0
C0046948,C0238052,0
C0046948,C0011884,0
C0046948,C0015967,0
C0046948,C0684249,0
C0046948,C1168401,0
C0046948,C0206754,0
C0046948,C0042510,0
C0046948,C0751435,0
C0046948,C0751436,0
C0046948,C0022104,0
C0046948,C0002418,0
C0046948,C0006266,0
C0046948,C0021775,0
C0046948,C0024408,0
C0046948,C0268631,0
C0046948,C0006826,0
C0046948,C0268595,0
C0046948,C0751434,0
C0046948,C0013238,0
C0046948,C0752120,0
C0046948,C0018802,0
C0046948,C0752121,0
C0046948,C0078918,0
C0046948,C0036341,0
C0046948,C0017601,0
C0046948,C0013364,0
C0046948,C0014335,0
C0046948,C0006271,0
C0046948,C0035372,0
C0046948,C0393735,0
C0046948,C0150055,0
C0046948,C0020179,0
C0046948,C0003578,0
C0046948,C0027126,0
C0046948,C0268467,0
C0046948,C0349653,0
C0046948,C0393571,0
C0046948,C0175694,0
C0046948,C0035258,0
C0046948,C0017605,0
C0046948,C3714756,0
C0127615,C0023264,0
C0127615,C0751882,0
C0127615,C1849508,0
C0127615,C0043459,0
C0127615,C0024408,0
C0127615,C0268631,0
C0127615,C0268595,0
C0127615,C0027126,0
C0127615,C0268467,0
C0127615,C0349653,0
C1999375,C0023264,0
C1999375,C0751882,0
C1999375,C1849508,0
C1999375,C0043459,0
C1999375,C0024408,0
C1999375,C0268631,0
C1999375,C0268595,0
C1999375,C0027126,0
C1999375,C0268467,0
C1999375,C0349653,0
C4078701,C0023264,0
C4078701,C0751882,0
C4078701,C1849508,0
C4078701,C0043459,0
C4078701,C0024408,0
C4078701,C0268631,0
C4078701,C0268595,0
C4078701,C0027126,0
C4078701,C0268467,0
C4078701,C0349653,0
C1176415,C0023264,0
C1176415,C0751882,0
C1176415,C1849508,0
C1176415,C0043459,0
C1176415,C0024408,0
C1176415,C0268631,0
C1176415,C0268595,0
C1176415,C0027126,0
C1176415,C0268467,0
C1176415,C0349653,0
C0020336,C0023264,0
C0020336,C0751882,0
C0020336,C1849508,0
C0020336,C0024408,0
C0020336,C0268631,0
C0020336,C0268595,0
C0020336,C0027126,0
C0020336,C0268467,0
C0020336,C0349653,0
C0378466,C0023264,0
C0378466,C0751882,0
C0378466,C1849508,0
C0378466,C0043459,0
C0378466,C0024408,0
C0378466,C0268631,0
C0378466,C0268595,0
C0378466,C0027126,0
C0378466,C0268467,0
C0378466,C0349653,0
C5139692,C0023264,0
C5139692,C0751882,0
C5139692,C1849508,0
C5139692,C0043459,0
C5139692,C0024408,0
C5139692,C0268631,0
C5139692,C0268595,0
C5139692,C0027126,0
C5139692,C0268467,0
C5139692,C0349653,0
C0031453,C0023264,0
C0031453,C0751882,0
C0031453,C1849508,0
C0031453,C0043459,0
C0031453,C0024408,0
C0031453,C0268631,0
C0031453,C0268595,0
C0031453,C0027126,0
C0031453,C0268467,0
C0031453,C0349653,0
C1667052,C0023264,0
C1667052,C0751882,0
C1667052,C1849508,0
C1667052,C0043459,0
C1667052,C0024408,0
C1667052,C0268631,0
C1667052,C0268595,0
C1667052,C0027126,0
C1667052,C0268467,0
C1667052,C0349653,0
C0907410,C0023264,0
C0907410,C0751882,0
C0907410,C1849508,0
C0907410,C0043459,0
C0907410,C0024408,0
C0907410,C0268631,0
C0907410,C0268595,0
C0907410,C0027126,0
C0907410,C0268467,0
C0907410,C0349653,0
C0041249,C0023264,0
C0041249,C0751882,0
C0041249,C1849508,0
C0041249,C0043459,0
C0041249,C0024408,0
C0041249,C0268631,0
C0041249,C0268595,0
C0041249,C0027126,0
C0041249,C0268467,0
C0041249,C0349653,0
C0010980,C0023264,0
C0010980,C0751882,0
C0010980,C1849508,0
C0010980,C0043459,0
C0010980,C0024408,0
C0010980,C0268631,0
C0010980,C0268595,0
C0010980,C0027126,0
C0010980,C0268467,0
C0010980,C0349653,0
C1170748,C0023264,0
C1170748,C0751882,0
C1170748,C1849508,0
C1170748,C0043459,0
C1170748,C0024408,0
C1170748,C0268631,0
C1170748,C0268595,0
C1170748,C0027126,0
C1170748,C0268467,0
C1170748,C0349653,0
C0388638,C0023264,0
C0388638,C0751882,0
C0388638,C1849508,0
C0388638,C0043459,0
C0388638,C0024408,0
C0388638,C0268631,0
C0388638,C0268595,0
C0388638,C0027126,0
C0388638,C0268467,0
C0388638,C0349653,0
C0016282,C0023264,0
C0016282,C0043459,0
C0016282,C0024408,0
C0016282,C0268595,0
C0016282,C0027126,0
C0281398,C0023264,0
C0281398,C0751882,0
C0281398,C1849508,0
C0281398,C0043459,0
C0281398,C0268631,0
C0281398,C0268595,0
C0281398,C0027126,0
C0281398,C0268467,0
C0281398,C0349653,0
C4317244,C0023264,0
C4317244,C0751882,0
C4317244,C1849508,0
C4317244,C0043459,0
C4317244,C0024408,0
C4317244,C0268631,0
C4317244,C0268595,0
C4317244,C0027126,0
C4317244,C0268467,0
C4317244,C0349653,0
C0527379,C0023264,0
C0527379,C0751882,0
C0527379,C1849508,0
C0527379,C0043459,0
C0527379,C0024408,0
C0527379,C0268631,0
C0527379,C0268595,0
C0527379,C0027126,0
C0527379,C0268467,0
C0527379,C0349653,0
C0301527,C0023264,0
C0301527,C0751882,0
C0301527,C1849508,0
C0301527,C0043459,0
C0301527,C0024408,0
C0301527,C0268631,0
C0301527,C0268595,0
C0301527,C0027126,0
C0301527,C0268467,0
C0301527,C0349653,0
C0052820,C0023264,0
C0052820,C0751882,0
C0052820,C1849508,0
C0052820,C0043459,0
C0052820,C0024408,0
C0052820,C0268631,0
C0052820,C0268595,0
C0052820,C0027126,0
C0052820,C0268467,0
C0052820,C0349653,0
C1134659,C0023264,0
C1134659,C0751882,0
C1134659,C1849508,0
C1134659,C0043459,0
C1134659,C0024408,0
C1134659,C0268595,0
C1134659,C0027126,0
C1134659,C0349653,0
C0026088,C0023264,0
C0026088,C0751882,0
C0026088,C1849508,0
C0026088,C0043459,0
C0026088,C0024408,0
C0026088,C0268631,0
C0026088,C0268595,0
C0026088,C0027126,0
C0026088,C0268467,0
C0026088,C0349653,0
C0753678,C0023264,0
C0753678,C0751882,0
C0753678,C1849508,0
C0753678,C0043459,0
C0753678,C0024408,0
C0753678,C0268631,0
C0753678,C0268595,0
C0753678,C0027126,0
C0753678,C0268467,0
C0753678,C0349653,0
C2725262,C0023264,0
C2725262,C0751882,0
C2725262,C1849508,0
C2725262,C0043459,0
C2725262,C0024408,0
C2725262,C0268631,0
C2725262,C0268595,0
C2725262,C0027126,0
C2725262,C0268467,0
C2725262,C0349653,0
C2725260,C0023264,0
C2725260,C0751882,0
C2725260,C1849508,0
C2725260,C0043459,0
C2725260,C0024408,0
C2725260,C0268631,0
C2725260,C0268595,0
C2725260,C0027126,0
C2725260,C0268467,0
C2725260,C0349653,0
C0031444,C0023264,0
C0031444,C0751882,0
C0031444,C1849508,0
C0031444,C0043459,0
C0031444,C0024408,0
C0031444,C0268631,0
C0031444,C0268595,0
C0031444,C0027126,0
C0031444,C0268467,0
C0031444,C0349653,0
C0016299,C0023264,0
C0016299,C0751882,0
C0016299,C1849508,0
C0016299,C0043459,0
C0016299,C0024408,0
C0016299,C0268631,0
C0016299,C0268595,0
C0016299,C0027126,0
C0016299,C0268467,0
C0016299,C0349653,0
C0300205,C0023264,0
C0300205,C0751882,0
C0300205,C1849508,0
C0300205,C0043459,0
C0300205,C0024408,0
C0300205,C0268631,0
C0300205,C0268595,0
C0300205,C0027126,0
C0300205,C0268467,0
C0300205,C0349653,0
C0016293,C0023264,0
C0016293,C0751882,0
C0016293,C1849508,0
C0016293,C0043459,0
C0016293,C0024408,0
C0016293,C0268631,0
C0016293,C0268595,0
C0016293,C0027126,0
C0016293,C0268467,0
C0016293,C0349653,0
C0016294,C0023264,0
C0016294,C0751882,0
C0016294,C1849508,0
C0016294,C0043459,0
C0016294,C0024408,0
C0016294,C0268631,0
C0016294,C0268595,0
C0016294,C0027126,0
C0016294,C0268467,0
C0016294,C0349653,0
C2346970,C0023264,0
C2346970,C0751882,0
C2346970,C1849508,0
C2346970,C0043459,0
C2346970,C0024408,0
C2346970,C0268631,0
C2346970,C0268595,0
C2346970,C0027126,0
C2346970,C0268467,0
C2346970,C0349653,0
C1519948,C0023264,0
C1519948,C0751882,0
C1519948,C1849508,0
C1519948,C0043459,0
C1519948,C0024408,0
C1519948,C0268631,0
C1519948,C0268595,0
C1519948,C0027126,0
C1519948,C0268467,0
C1519948,C0349653,0
C0028277,C0023264,0
C0028277,C0751882,0
C0028277,C1849508,0
C0028277,C0043459,0
C0028277,C0024408,0
C0028277,C0268631,0
C0028277,C0268595,0
C0028277,C0027126,0
C0028277,C0268467,0
C0028277,C0349653,0
C2932026,C0023264,0
C2932026,C0751882,0
C2932026,C1849508,0
C2932026,C0043459,0
C2932026,C0024408,0
C2932026,C0268631,0
C2932026,C0268595,0
C2932026,C0027126,0
C2932026,C0268467,0
C2932026,C0349653,0
C4519428,C0023264,0
C4519428,C0751882,0
C4519428,C1849508,0
C4519428,C0043459,0
C4519428,C0024408,0
C4519428,C0268631,0
C4519428,C0268595,0
C4519428,C0027126,0
C4519428,C0268467,0
C4519428,C0349653,0
C0123677,C0023264,0
C0123677,C0751882,0
C0123677,C1849508,0
C0123677,C0043459,0
C0123677,C0024408,0
C0123677,C0268631,0
C0123677,C0268595,0
C0123677,C0027126,0
C0123677,C0268467,0
C0123677,C0349653,0
C0040377,C0023264,0
C0040377,C0751882,0
C0040377,C1849508,0
C0040377,C0043459,0
C0040377,C0024408,0
C0040377,C0268631,0
C0040377,C0268595,0
C0040377,C0027126,0
C0040377,C0268467,0
C0040377,C0349653,0
C0022949,C0023264,0
C0022949,C0751882,0
C0022949,C1849508,0
C0022949,C0043459,0
C0022949,C0024408,0
C0022949,C0268631,0
C0022949,C0268595,0
C0022949,C0027126,0
C0022949,C0268467,0
C0022949,C0349653,0
C4053856,C0023264,0
C4053856,C0043459,0
C4053856,C0024408,0
C4053856,C0268595,0
C4053856,C0027126,0
C0079083,C0023264,0
C0079083,C0751882,0
C0079083,C1849508,0
C0079083,C0043459,0
C0079083,C0024408,0
C0079083,C0268631,0
C0079083,C0268595,0
C0079083,C0027126,0
C0079083,C0268467,0
C0079083,C0349653,0
C0040374,C0023264,0
C0040374,C0751882,0
C0040374,C1849508,0
C0040374,C0043459,0
C0040374,C0024408,0
C0040374,C0268631,0
C0040374,C0268595,0
C0040374,C0027126,0
C0040374,C0268467,0
C0040374,C0349653,0
C2003056,C0023264,0
C2003056,C0751882,0
C2003056,C1849508,0
C2003056,C0043459,0
C2003056,C0024408,0
C2003056,C0268631,0
C2003056,C0268595,0
C2003056,C0027126,0
C2003056,C0268467,0
C2003056,C0349653,0
C3886388,C0023264,0
C3886388,C0751882,0
C3886388,C0043459,0
C3886388,C0024408,0
C3886388,C0268595,0
C3886388,C0027126,0
C3886388,C0349653,0
C0006463,C0023264,0
C0006463,C0751882,0
C0006463,C1849508,0
C0006463,C0043459,0
C0006463,C0024408,0
C0006463,C0268631,0
C0006463,C0268595,0
C0006463,C0027126,0
C0006463,C0268467,0
C0006463,C0349653,0
C0134337,C0023264,0
C0134337,C0751882,0
C0134337,C1849508,0
C0134337,C0043459,0
C0134337,C0024408,0
C0134337,C0268631,0
C0134337,C0268595,0
C0134337,C0027126,0
C0134337,C0268467,0
C0134337,C0349653,0
C0027396,C0023264,0
C0027396,C0751882,0
C0027396,C1849508,0
C0027396,C0043459,0
C0027396,C0024408,0
C0027396,C0268631,0
C0027396,C0268595,0
C0027396,C0027126,0
C0027396,C0268467,0
C0027396,C0349653,0
C2936870,C0023264,0
C2936870,C0751882,0
C2936870,C1849508,0
C2936870,C0043459,0
C2936870,C0024408,0
C2936870,C0268631,0
C2936870,C0268595,0
C2936870,C0027126,0
C2936870,C0268467,0
C2936870,C0349653,0
C0071126,C0023264,0
C0071126,C0751882,0
C0071126,C1849508,0
C0071126,C0043459,0
C0071126,C0024408,0
C0071126,C0268631,0
C0071126,C0268595,0
C0071126,C0027126,0
C0071126,C0268467,0
C0071126,C0349653,0
C2932035,C0023264,0
C2932035,C0751882,0
C2932035,C1849508,0
C2932035,C0043459,0
C2932035,C0024408,0
C2932035,C0268631,0
C2932035,C0268595,0
C2932035,C0027126,0
C2932035,C0268467,0
C2932035,C0349653,0
C0010961,C0023264,0
C0010961,C0751882,0
C0010961,C1849508,0
C0010961,C0043459,0
C0010961,C0024408,0
C0010961,C0268631,0
C0010961,C0268595,0
C0010961,C0027126,0
C0010961,C0268467,0
C0010961,C0349653,0
C2064899,C0023264,0
C2064899,C0751882,0
C2064899,C1849508,0
C2064899,C0043459,0
C2064899,C0024408,0
C2064899,C0268631,0
C2064899,C0268595,0
C2064899,C0027126,0
C2064899,C0268467,0
C2064899,C0349653,0
C4519897,C0023264,0
C4519897,C0751882,0
C4519897,C1849508,0
C4519897,C0043459,0
C4519897,C0024408,0
C4519897,C0268631,0
C4519897,C0268595,0
C4519897,C0027126,0
C4519897,C0268467,0
C4519897,C0349653,0
C0040372,C0023264,0
C0040372,C0751882,0
C0040372,C1849508,0
C0040372,C0043459,0
C0040372,C0024408,0
C0040372,C0268631,0
C0040372,C0268595,0
C0040372,C0027126,0
C0040372,C0268467,0
C0040372,C0349653,0
C4082381,C0023264,0
C4082381,C0751882,0
C4082381,C1849508,0
C4082381,C0043459,0
C4082381,C0024408,0
C4082381,C0268631,0
C4082381,C0268595,0
C4082381,C0027126,0
C4082381,C0268467,0
C4082381,C0349653,0
C0031422,C0023264,0
C0031422,C0751882,0
C0031422,C1849508,0
C0031422,C0043459,0
C0031422,C0024408,0
C0031422,C0268631,0
C0031422,C0268595,0
C0031422,C0027126,0
C0031422,C0268467,0
C0031422,C0349653,0
C1950939,C0023264,0
C1950939,C0751882,0
C1950939,C1849508,0
C1950939,C0043459,0
C1950939,C0024408,0
C1950939,C0268631,0
C1950939,C0268595,0
C1950939,C0027126,0
C1950939,C0268467,0
C1950939,C0349653,0
C4085891,C0023264,0
C4085891,C0751882,0
C4085891,C1849508,0
C4085891,C0043459,0
C4085891,C0024408,0
C4085891,C0268631,0
C4085891,C0268595,0
C4085891,C0027126,0
C4085891,C0268467,0
C4085891,C0349653,0
C4256107,C0023264,0
C4256107,C0751882,0
C4256107,C1849508,0
C4256107,C0043459,0
C4256107,C0024408,0
C4256107,C0268631,0
C4256107,C0268595,0
C4256107,C0027126,0
C4256107,C0268467,0
C4256107,C0349653,0
C0022957,C0023264,0
C0022957,C0751882,0
C0022957,C1849508,0
C0022957,C0043459,0
C0022957,C0024408,0
C0022957,C0268631,0
C0022957,C0268595,0
C0022957,C0027126,0
C0022957,C0268467,0
C0022957,C0349653,0
C0016277,C0023264,0
C0016277,C0751882,0
C0016277,C1849508,0
C0016277,C0043459,0
C0016277,C0024408,0
C0016277,C0268631,0
C0016277,C0268595,0
C0016277,C0027126,0
C0016277,C0268467,0
C0016277,C0349653,0
C0061323,C0023264,0
C0061323,C0751882,0
C0061323,C1849508,0
C0061323,C0043459,0
C0061323,C0024408,0
C0061323,C0268631,0
C0061323,C0268595,0
C0061323,C0027126,0
C0061323,C0268467,0
C0061323,C0349653,0
C3885068,C0023264,0
C3885068,C0751882,0
C3885068,C1849508,0
C3885068,C0043459,0
C3885068,C0024408,0
C3885068,C0268631,0
C3885068,C0268595,0
C3885068,C0027126,0
C3885068,C0268467,0
C3885068,C0349653,0
C0016278,C0023264,0
C0016278,C0751882,0
C0016278,C1849508,0
C0016278,C0043459,0
C0016278,C0024408,0
C0016278,C0268631,0
C0016278,C0268595,0
C0016278,C0027126,0
C0016278,C0268467,0
C0016278,C0349653,0
C0043872,C0023264,0
C0043872,C0751882,0
C0043872,C1849508,0
C0043872,C0043459,0
C0043872,C0024408,0
C0043872,C0268631,0
C0043872,C0268595,0
C0043872,C0027126,0
